,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,MONTH,MONTH_1,MONTH_NAME,DAY
228,2016-03-16 11:34:00,2016-03-16 11:45:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,3,3,March,16
229,2016-03-16 14:44:00,2016-03-16 14:55:00,Business,Convention Center District,West University,2.0,,3,3,March,16
230,2016-03-16 18:43:00,2016-03-16 18:56:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,3,3,March,16
231,2016-03-17 00:33:00,2016-03-17 00:44:00,Personal,Downtown,The Drag,1.7,,3,3,March,17
232,2016-03-17 12:52:00,2016-03-17 15:11:00,Business,Austin,Katy,136.0,Customer Visit,3,3,March,17
233,2016-03-17 15:16:00,2016-03-17 15:58:00,Business,Katy,Houston,30.2,Meeting,3,3,March,17
234,2016-03-17 17:20:00,2016-03-17 18:02:00,Business,Midtown,Alief,15.5,Meal/Entertain,3,3,March,17
235,2016-03-17 18:47:00,2016-03-17 19:09:00,Personal,Houston,Houston,4.9,,3,3,March,17
236,2016-03-17 20:57:00,2016-03-17 21:28:00,Personal,Houston,Houston,12.6,,3,3,March,17
237,2016-03-17 21:48:00,2016-03-17 22:04:00,Personal,Sharpstown,Midtown,10.4,,3,3,March,17
238,2016-03-18 07:15:00,2016-03-18 07:21:00,Business,Midtown,Midtown,1.1,Meal/Entertain,3,3,March,18
239,2016-03-18 08:35:00,2016-03-18 08:43:00,Business,Midtown,Midtown,1.1,Meal/Entertain,3,3,March,18
240,2016-03-18 18:24:00,2016-03-18 19:08:00,Business,Midtown,Sharpstown,13.2,Meeting,3,3,March,18
241,2016-03-18 19:23:00,2016-03-18 19:29:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,3,3,March,18
242,2016-03-18 21:01:00,2016-03-18 21:15:00,Business,Sharpstown,Midtown,9.2,Customer Visit,3,3,March,18
243,2016-03-19 09:10:00,2016-03-19 09:25:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,3,3,March,19
244,2016-03-19 12:50:00,2016-03-19 13:13:00,Business,Houston,Sugar Land,12.0,Customer Visit,3,3,March,19
245,2016-03-19 14:01:00,2016-03-19 14:57:00,Business,Sugar Land,Houston,35.1,Customer Visit,3,3,March,19
246,2016-03-19 15:34:00,2016-03-19 16:38:00,Business,Houston,Galveston,36.5,Meal/Entertain,3,3,March,19
247,2016-03-19 17:17:00,2016-03-19 17:32:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,3,3,March,19
248,2016-03-19 17:37:00,2016-03-19 17:47:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,3,3,March,19
249,2016-03-19 17:52:00,2016-03-19 18:00:00,Business,Port Bolivar,Port Bolivar,1.2,,3,3,March,19
250,2016-03-19 18:53:00,2016-03-19 19:29:00,Business,Port Bolivar,Galveston,7.5,Meeting,3,3,March,19
251,2016-03-19 19:33:00,2016-03-19 20:39:00,Business,Galveston,Houston,57.0,Customer Visit,3,3,March,19
252,2016-03-20 07:37:00,2016-03-20 07:48:00,Business,Midtown,Washington Avenue,5.9,Meeting,3,3,March,20
253,2016-03-20 11:42:00,2016-03-20 11:56:00,Business,Washington Avenue,Midtown,6.2,Meeting,3,3,March,20
254,2016-03-20 17:08:00,2016-03-20 17:34:00,Business,Midtown,Sharpstown,10.4,,3,3,March,20
255,2016-03-20 18:34:00,2016-03-20 18:40:00,Personal,Sharpstown,Briar Meadow,1.2,,3,3,March,20
256,2016-03-20 18:45:00,2016-03-20 19:06:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,3,3,March,20
257,2016-03-21 10:21:00,2016-03-21 10:26:00,Personal,Midtown,Downtown,1.0,,3,3,March,21
258,2016-03-21 16:05:00,2016-03-21 16:13:00,Business,Downtown,Midtown,0.9,Meal/Entertain,3,3,March,21
259,2016-03-21 18:59:00,2016-03-21 19:15:00,Business,Midtown,Sharpstown,8.8,,3,3,March,21
260,2016-03-21 20:18:00,2016-03-21 20:55:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,3,3,March,21
261,2016-03-22 06:17:00,2016-03-22 06:43:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,3,3,March,22
262,2016-03-22 12:06:00,2016-03-22 12:24:00,Personal,Morrisville,Cary,8.1,,3,3,March,22
263,2016-03-22 19:12:00,2016-03-22 19:25:00,Personal,Whitebridge,Whitebridge,1.4,,3,3,March,22
264,2016-03-23 14:37:00,2016-03-23 14:42:00,Personal,Whitebridge,Preston,1.7,,3,3,March,23
265,2016-03-23 14:53:00,2016-03-23 14:59:00,Personal,Preston,Whitebridge,1.6,,3,3,March,23
266,2016-03-24 19:47:00,2016-03-24 19:54:00,Personal,Whitebridge,Westpark Place,2.0,,3,3,March,24
267,2016-03-24 20:34:00,2016-03-24 20:40:00,Business,Westpark Place,Whitebridge,2.2,,3,3,March,24
268,2016-03-25 13:24:00,2016-03-25 16:22:00,Business,Cary,Latta,144.0,Customer Visit,3,3,March,25
269,2016-03-25 16:52:00,2016-03-25 22:22:00,Business,Latta,Jacksonville,310.3,Customer Visit,3,3,March,25
270,2016-03-25 22:54:00,2016-03-26 01:39:00,Business,Jacksonville,Kissimmee,201.0,Meeting,3,3,March,25
271,2016-03-26 14:05:00,2016-03-26 14:29:00,Personal,Couples Glen,Isles of Buena Vista,6.7,,3,3,March,26
272,2016-03-26 15:19:00,2016-03-26 15:49:00,Personal,Kissimmee,Orlando,8.8,,3,3,March,26
273,2016-03-26 16:26:00,2016-03-26 16:30:00,Personal,Lake Reams,Lake Reams,1.2,,3,3,March,26
274,2016-03-27 00:31:00,2016-03-27 00:40:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,3,3,March,27
275,2016-03-27 01:11:00,2016-03-27 01:23:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,3,3,March,27
276,2016-03-27 15:31:00,2016-03-27 15:56:00,Business,Kissimmee,Orlando,6.1,Customer Visit,3,3,March,27
277,2016-03-27 21:26:00,2016-03-27 21:41:00,Personal,Orlando,Orlando,6.9,,3,3,March,27
278,2016-03-27 23:04:00,2016-03-27 23:18:00,Personal,Orlando,Kissimmee,7.3,,3,3,March,27
279,2016-03-28 12:29:00,2016-03-28 12:42:00,Personal,Kissimmee,Orlando,3.6,,3,3,March,28
280,2016-03-28 19:30:00,2016-03-28 20:23:00,Personal,Couples Glen,Vista East,27.2,,3,3,March,28
281,2016-03-28 22:55:00,2016-03-28 23:26:00,Personal,Orlando,Kissimmee,25.7,,3,3,March,28
282,2016-03-29 15:27:00,2016-03-29 16:11:00,Personal,Kissimmee,Orlando,13.6,,3,3,March,29
283,2016-03-29 18:20:00,2016-03-29 18:39:00,Personal,Sand Lake Commons,Sky Lake,6.2,,3,3,March,29
284,2016-03-29 20:29:00,2016-03-29 20:44:00,Personal,Sky Lake,Sand Lake Commons,6.0,,3,3,March,29
285,2016-03-29 23:04:00,2016-03-29 23:21:00,Personal,Orlando,Kissimmee,13.8,,3,3,March,29
286,2016-03-30 22:05:00,2016-03-30 22:55:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,3,3,March,30
287,2016-03-31 12:47:00,2016-03-31 13:22:00,Business,Kissimmee,Orlando,16.1,Temporary Site,3,3,March,31
288,2016-03-31 14:37:00,2016-03-31 15:09:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,3,3,March,31
289,2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,4,4,April,1
290,2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,4,4,April,1
291,2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,4,4,April,1
292,2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,,4,4,April,1
293,2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,,4,4,April,2
294,2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,,4,4,April,2
295,2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,4,4,April,2
296,2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,4,4,April,2
297,2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,4,4,April,2
298,2016-04-02 23:11:00,2016-04-03 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,4,4,April,2
299,2016-04-03 02:00:00,2016-04-03 04:16:00,Business,Florence,Cary,159.3,Meeting,4,4,April,3
300,2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,4,4,April,5
301,2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,4,4,April,6
302,2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,4,4,April,7
303,2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,4,4,April,7
304,2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,4,4,April,8
305,2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,4,4,April,8
306,2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,4,4,April,8
307,2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,4,4,April,8
308,2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,4,4,April,8
309,2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,4,4,April,12
310,2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,4,4,April,12
311,2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,4,4,April,12
312,2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,4,4,April,12
313,2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,4,4,April,12
314,2016-04-14 07:29:00,2016-04-14 08:09:00,Business,Cary,Holly Springs,15.3,Temporary Site,4,4,April,14
315,2016-04-14 16:00:00,2016-04-14 16:43:00,Business,Holly Springs,Cary,13.7,Temporary Site,4,4,April,14
316,2016-04-15 11:36:00,2016-04-15 12:07:00,Business,Cary,Raleigh,11.9,Temporary Site,4,4,April,15
317,2016-04-15 12:29:00,2016-04-15 12:32:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,4,4,April,15
318,2016-04-15 14:31:00,2016-04-15 15:01:00,Business,Raleigh,Cary,15.2,Meeting,4,4,April,15
319,2016-04-16 12:59:00,2016-04-16 13:17:00,Business,Cary,Morrisville,6.0,Errand/Supplies,4,4,April,16
320,2016-04-16 15:10:00,2016-04-16 15:26:00,Business,Morrisville,Cary,6.1,Meal/Entertain,4,4,April,16
321,2016-04-19 17:44:00,2016-04-19 18:08:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,4,4,April,19
322,2016-04-19 19:57:00,2016-04-19 20:19:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,4,4,April,19
323,2016-04-22 08:25:00,2016-04-22 09:04:00,Business,Cary,Raleigh,13.6,Meeting,4,4,April,22
324,2016-04-22 10:10:00,2016-04-22 10:40:00,Business,Raleigh,Cary,22.5,Meeting,4,4,April,22
325,2016-04-22 12:08:00,2016-04-22 12:28:00,Business,Cary,Durham,10.4,Meeting,4,4,April,22
326,2016-04-22 13:02:00,2016-04-22 13:26:00,Business,Durham,Cary,10.0,Meeting,4,4,April,22
327,2016-04-23 17:03:00,2016-04-23 17:16:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,4,4,April,23
328,2016-04-23 18:49:00,2016-04-23 19:05:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,4,4,April,23
329,2016-04-24 19:07:00,2016-04-24 19:16:00,Business,Cary,Morrisville,3.1,Errand/Supplies,4,4,April,24
330,2016-04-24 19:46:00,2016-04-24 19:52:00,Business,Chessington,Chessington,1.9,Errand/Supplies,4,4,April,24
331,2016-04-24 21:41:00,2016-04-24 21:50:00,Business,Morrisville,Cary,4.2,Between Offices,4,4,April,24
332,2016-04-27 13:30:00,2016-04-27 13:40:00,Business,Whitebridge,Burtrose,4.9,Between Offices,4,4,April,27
333,2016-04-27 14:13:00,2016-04-27 14:25:00,Business,Burtrose,Whitebridge,4.8,Between Offices,4,4,April,27
334,2016-04-28 12:09:00,2016-04-28 12:34:00,Business,Cary,Raleigh,12.4,Customer Visit,4,4,April,28
335,2016-04-28 13:30:00,2016-04-28 13:49:00,Business,Raleigh,Cary,32.8,Customer Visit,4,4,April,28
336,2016-04-28 22:10:00,2016-04-28 22:28:00,Business,Morrisville,Cary,5.5,Customer Visit,4,4,April,28
337,2016-04-29 11:44:00,2016-04-29 12:01:00,Business,Cary,Durham,9.9,Meeting,4,4,April,29
338,2016-04-29 13:13:00,2016-04-29 13:34:00,Business,Durham,Cary,10.0,Meeting,4,4,April,29
339,2016-04-29 18:46:00,2016-04-29 19:18:00,Business,Cary,Durham,14.2,Customer Visit,4,4,April,29
340,2016-04-29 22:44:00,2016-04-29 23:19:00,Business,Durham,Cary,18.2,Meeting,4,4,April,29
341,2016-04-30 18:42:00,2016-04-30 18:57:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,4,4,April,30
342,2016-04-30 22:16:00,2016-04-30 22:34:00,Business,Waverly Place,Whitebridge,6.8,,4,4,April,30
343,2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,5,5,May,1
344,2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,,5,5,May,1
345,2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,5,5,May,1
346,2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,5,5,May,1
347,2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,5,5,May,1
348,2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,5,5,May,2
349,2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,5,5,May,2
350,2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,5,5,May,3
351,2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,5,5,May,4
352,2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,5,5,May,4
353,2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,5,5,May,4
354,2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,5,5,May,4
355,2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,5,5,May,5
356,2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,5,5,May,5
357,2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,5,5,May,5
358,2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,5,5,May,6
359,2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,5,5,May,6
360,2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,5,5,May,6
361,2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,5,5,May,9
362,2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,5,5,May,9
363,2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,5,5,May,9
364,2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,5,5,May,9
365,2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,5,5,May,10
366,2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,5,5,May,10
367,2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,5,5,May,11
368,2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,5,5,May,11
369,2016-05-14 18:35:00,2016-05-14 18:39:00,Business,Cary,Morrisville,3.1,Meal/Entertain,5,5,May,14
370,2016-05-14 23:01:00,2016-05-14 23:05:00,Business,Morrisville,Cary,3.1,Meal/Entertain,5,5,May,14
371,2016-05-17 13:15:00,2016-05-17 13:23:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,5,5,May,17
372,2016-05-17 13:56:00,2016-05-17 14:08:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,5,5,May,17
373,2016-05-17 14:34:00,2016-05-17 14:40:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,5,5,May,17
374,2016-05-18 09:11:00,2016-05-18 09:41:00,Business,Cary,Morrisville,8.4,Customer Visit,5,5,May,18
375,2016-05-18 13:00:00,2016-05-18 13:02:00,Business,Morrisville,Raleigh,7.6,Customer Visit,5,5,May,18
376,2016-05-19 14:37:00,2016-05-19 15:01:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,5,5,May,19
377,2016-05-20 10:56:00,2016-05-20 11:07:00,Business,Old City,Hog Island,11.2,Meeting,5,5,May,20
378,2016-05-20 15:43:00,2016-05-20 16:12:00,Business,Morrisville,Cary,8.2,Meal/Entertain,5,5,May,20
379,2016-05-22 15:39:00,2016-05-22 15:46:00,Business,Cary,Morrisville,3.0,Meal/Entertain,5,5,May,22
380,2016-05-22 18:46:00,2016-05-22 18:53:00,Business,Morrisville,Cary,2.5,Meal/Entertain,5,5,May,22
381,2016-05-23 20:19:00,2016-05-23 20:27:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,5,5,May,23
382,2016-05-23 21:09:00,2016-05-23 21:21:00,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,5,5,May,23
383,2016-05-27 20:26:00,2016-05-27 20:30:00,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,5,5,May,27
384,2016-05-27 20:47:00,2016-05-27 20:53:00,Business,Savon Height,Kilarney Woods,1.2,,5,5,May,27
385,2016-05-27 22:11:00,2016-05-27 22:14:00,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,5,5,May,27
386,2016-05-28 00:15:00,2016-05-28 00:21:00,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,5,5,May,28
387,2016-05-28 12:52:00,2016-05-28 13:06:00,Business,Cary,Morrisville,6.1,Meal/Entertain,5,5,May,28
388,2016-05-28 14:35:00,2016-05-28 15:04:00,Business,Morrisville,Cary,11.3,Customer Visit,5,5,May,28
389,2016-05-31 13:54:00,2016-05-31 14:41:00,Business,Cary,Raleigh,14.9,Meeting,5,5,May,31
390,2016-05-31 16:02:00,2016-05-31 16:39:00,Business,Raleigh,Cary,14.0,Meeting,5,5,May,31
391,2016-05-31 17:50:00,2016-05-31 17:59:00,Business,Westpark Place,Whitebridge,1.8,,5,5,May,31
392,2016-06-01 10:19:00,2016-06-01 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,6,6,June,1
393,2016-06-01 13:10:00,2016-06-01 13:39:00,Business,Morrisville,Cary,9.6,Meeting,6,6,June,1
394,2016-06-03 11:29:00,2016-06-03 11:49:00,Business,Cary,Durham,10.4,Meeting,6,6,June,3
395,2016-06-03 13:08:00,2016-06-03 13:38:00,Business,Durham,Cary,9.9,Meeting,6,6,June,3
396,2016-06-03 15:31:00,2016-06-03 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,6,6,June,3
397,2016-06-03 18:14:00,2016-06-03 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,6,6,June,3
398,2016-06-03 18:41:00,2016-06-03 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,6,6,June,3
399,2016-06-03 19:36:00,2016-06-03 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,6,6,June,3
400,2016-06-03 22:47:00,2016-06-03 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,6,6,June,3
401,2016-06-05 14:03:00,2016-06-05 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,6,6,June,5
402,2016-06-05 15:06:00,2016-06-05 15:22:00,Business,Cary,Morrisville,7.8,Customer Visit,6,6,June,5
403,2016-06-05 15:57:00,2016-06-05 16:08:00,Business,Weston,Weston,3.8,Meal/Entertain,6,6,June,5
404,2016-06-05 18:05:00,2016-06-05 18:14:00,Business,Morrisville,Cary,2.5,Meal/Entertain,6,6,June,5
405,2016-06-05 21:53:00,2016-06-05 22:05:00,Business,Cary,Durham,9.9,Meeting,6,6,June,5
406,2016-06-05 23:52:00,2016-06-06 00:08:00,Business,Durham,Cary,9.9,Meeting,6,6,June,5
407,2016-06-06 15:36:00,2016-06-06 15:45:00,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,6,6,June,6
408,2016-06-06 16:16:00,2016-06-06 16:24:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,6,6,June,6
409,2016-06-06 20:06:00,2016-06-06 20:20:00,Business,Cary,Apex,5.7,Meal/Entertain,6,6,June,6
410,2016-06-06 21:08:00,2016-06-06 21:37:00,Business,Apex,Cary,7.2,Meal/Entertain,6,6,June,6
411,2016-06-06 21:41:00,2016-06-06 22:00:00,Business,Cary,Durham,10.4,Meeting,6,6,June,6
412,2016-06-06 23:34:00,2016-06-06 23:48:00,Business,Durham,Cary,9.9,Meeting,6,6,June,6
413,2016-06-07 21:42:00,2016-06-07 22:00:00,Business,Cary,Durham,10.4,Meeting,6,6,June,7
414,2016-06-07 23:41:00,2016-06-08 00:04:00,Business,Durham,Cary,9.9,Meeting,6,6,June,7
415,2016-06-08 08:23:00,2016-06-08 08:53:00,Business,Cary,Morrisville,8.7,Meal/Entertain,6,6,June,8
416,2016-06-08 12:04:00,2016-06-08 13:01:00,Business,Jamaica,New York,22.3,Errand/Supplies,6,6,June,8
417,2016-06-08 13:12:00,2016-06-08 13:29:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,6,6,June,8
418,2016-06-08 14:31:00,2016-06-08 14:37:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,6,6,June,8
419,2016-06-08 16:55:00,2016-06-08 17:11:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,6,6,June,8
420,2016-06-08 17:16:00,2016-06-08 17:18:00,Business,Soho,Tribeca,0.5,Errand/Supplies,6,6,June,8
421,2016-06-08 17:59:00,2016-06-08 18:05:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,6,6,June,8
422,2016-06-08 20:11:00,2016-06-08 20:25:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,6,6,June,8
423,2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,6,6,June,10
424,2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,6,6,June,10
425,2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,6,6,June,10
426,2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,6,6,June,11
427,2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,6,6,June,11
428,2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,,6,6,June,11
429,2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,6,6,June,11
430,2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,6,6,June,11
431,2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,6,6,June,12
432,2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,6,6,June,12
433,2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,6,6,June,12
434,2016-06-13 05:23:00,2016-06-13 05:42:00,Business,Cary,Morrisville,8.4,Meal/Entertain,6,6,June,13
435,2016-06-13 14:17:00,2016-06-13 14:46:00,Business,Oakland,Emeryville,13.2,Meeting,6,6,June,13
436,2016-06-13 18:08:00,2016-06-13 18:47:00,Business,Emeryville,Berkeley,3.9,Meal/Entertain,6,6,June,13
437,2016-06-13 18:54:00,2016-06-13 19:23:00,Business,Berkeley,Oakland,5.1,Meal/Entertain,6,6,June,13
438,2016-06-13 20:00:00,2016-06-13 20:05:00,Business,Oakland,Unknown Location,5.2,Customer Visit,6,6,June,13
439,2016-06-14 12:03:00,2016-06-14 12:21:00,Business,Emeryville,San Francisco,9.8,,6,6,June,14
440,2016-06-14 16:09:00,2016-06-14 16:39:00,Business,San Francisco,Emeryville,11.6,Meeting,6,6,June,14
441,2016-06-14 17:15:00,2016-06-14 17:24:00,Business,Emeryville,Oakland,5.1,Meeting,6,6,June,14
442,2016-06-14 17:27:00,2016-06-14 17:57:00,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,6,6,June,14
443,2016-06-15 01:46:00,2016-06-15 02:06:00,Business,Kenner,New Orleans,12.4,Between Offices,6,6,June,15
444,2016-06-15 15:26:00,2016-06-15 15:34:00,Business,CBD,Lower Garden District,1.9,Between Offices,6,6,June,15
445,2016-06-15 16:37:00,2016-06-15 17:02:00,Business,Lower Garden District,Lakeview,6.4,Customer Visit,6,6,June,15
446,2016-06-15 17:29:00,2016-06-15 17:49:00,Personal,Lakeview,Storyville,5.5,,6,6,June,15
447,2016-06-15 19:52:00,2016-06-15 19:58:00,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,6,6,June,15
448,2016-06-16 13:36:00,2016-06-16 14:30:00,Business,New Orleans,Metairie,14.5,,6,6,June,16
449,2016-06-16 14:42:00,2016-06-16 14:46:00,Business,Metairie,Kenner,2.7,,6,6,June,16
450,2016-06-16 15:17:00,2016-06-16 15:41:00,Business,Kenner,New Orleans,15.0,,6,6,June,16
451,2016-06-16 19:39:00,2016-06-16 19:56:00,Business,New Orleans,Kenner,12.9,,6,6,June,16
452,2016-06-16 21:43:00,2016-06-16 21:56:00,Business,Kenner,New Orleans,13.6,,6,6,June,16
453,2016-06-17 16:11:00,2016-06-17 16:44:00,Business,New Orleans,Kenner,12.2,,6,6,June,17
454,2016-06-18 00:29:00,2016-06-18 00:51:00,Business,Morrisville,Cary,8.7,,6,6,June,18
455,2016-06-19 02:39:00,2016-06-19 02:50:00,Business,Cary,Raleigh,6.0,,6,6,June,19
456,2016-06-19 05:51:00,2016-06-19 06:00:00,Business,Raleigh,Cary,5.9,,6,6,June,19
